Virus.name	UF	Collection.date	Lineage	pangoLEARN_release	SeqN	DataSeq
20843309YP_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
20890585EF_BR_AM_Manaus	AM	2020-12-30	P.1	2021-04-28	Naveca_abril	
20890661TC_BR_AM_Manaus	AM	2020-12-03	P.1	2021-04-28	Naveca_abril	
20890710TR_BR_AM_Manaus	AM	2020-12-23	P.1	2021-04-28	Naveca_abril	
20890718FF_BR_AM_Manaus	AM	2020-12-07	P.1	2021-04-28	Naveca_abril	
20891046MJ_BR_AM_Manaus	AM	2020-12-22	P.1	2021-04-28	Naveca_abril	
20895375SC_BR_AM_Manaus	AM	2020-12-04	P.1	2021-04-28	Naveca_abril	
20895868AC_BR_AM_Manaus	AM	2020-12-22	P.1	2021-04-28	Naveca_abril	
20897306BF_BR_AM_Manaus	AM	2020-12-23	P.1	2021-04-28	Naveca_abril	
21140024DE_BR_AM_Manaus	AM	2021-01-05	P.1	2021-04-28	Naveca_abril	
21140122MV_BR_AM_Manaus	AM	2021-01-08	P.1	2021-04-28	Naveca_abril	
21140124NA_BR_AM_Manaus	AM	2021-01-08	P.1	2021-04-28	Naveca_abril	
21140125KC_BR_AM_Manaus	AM	2021-01-08	P.1	2021-04-28	Naveca_abril	
21140266PC_BR_AM_Manaus	AM	2021-01-13	P.1	2021-04-28	Naveca_abril	
21140269FS_BR_AM_Manaus	AM	2021-01-13	P.1	2021-04-28	Naveca_abril	
21140287SB_BR_AM_Manaus	AM	2021-01-14	P.1	2021-04-28	Naveca_abril	
21140298AD_BR_AM_Manaus	AM	2021-01-14	P.1	2021-04-28	Naveca_abril	
21140303VL_BR_AM_Manaus	AM	2021-01-15	P.1	2021-04-28	Naveca_abril	
21140312GM_BR_AM_Manaus	AM	2021-01-15	P.1	2021-04-28	Naveca_abril	
21140375CG_BR_AM_Manaus	AM	2021-01-18	P.1	2021-04-28	Naveca_abril	
21140393FS_BR_AM_Manaus	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21140402BR_BR_AM_Manaus	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21140415MR_BR_AM_Manaus_R2	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21140426WL_BR_AM_Manaus	AM	2021-01-20	P.1	2021-04-28	Naveca_abril	
21140428MM_BR_AM_Manaus	AM	2021-01-20	P.1	2021-04-28	Naveca_abril	
21140432EP_BR_AM_Manaus	AM	2021-01-20	P.1	2021-04-28	Naveca_abril	
21140576LE_BR_AM_Manaus	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21140581MS_BR_AM_Manaus	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21140586FP_BR_AM_Manaus	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21140646MJ_BR_AM_Manaus_R2	AM	2021-01-29	P.1	2021-04-28	Naveca_abril	
21140660RF_BR_AM_Manaus	AM	2021-01-29	P.1	2021-04-28	Naveca_abril	
21140746CP_BR_AM_Manaus	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21140766DC_BR_AM_Manaus	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21140789FG_BR_AM_Manaus	AM	2021-02-05	P.1	2021-04-28	Naveca_abril	
21140805DC_BR_AM_Manaus	AM	2021-02-05	P.1	2021-04-28	Naveca_abril	
21140832WR_BR_AM_Manaus	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21140853ES_BR_AM_Manaus	AM	2021-02-09	P.1	2021-04-28	Naveca_abril	
21140861HC_BR_AM_Manaus	AM	2021-02-09	P.1	2021-04-28	Naveca_abril	
21140872DM_BR_AM_Manaus	AM	2021-02-10	P.1	2021-04-28	Naveca_abril	
21140874MR_BR_AM_Manaus	AM	2021-02-10	P.1	2021-04-28	Naveca_abril	
21140968SA_BR_AM_Manaus	AM	2021-02-12	P.1	2021-04-28	Naveca_abril	
21141267OM_BR_AM_Manaus	AM	2021-03-12	P.1	2021-04-28	Naveca_abril	
21141304DL_BR_AM_Manaus	AM	2021-03-16	P.1	2021-04-28	Naveca_abril	
21141334AC_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21141337GC_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21141338ML_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21141398NO_BR_AM_Manaus	AM	2021-03-29	P.1	2021-04-28	Naveca_abril	
21141400DW_BR_AM_Manaus	AM	2021-03-29	P.1	2021-04-28	Naveca_abril	
21251362HS_BR_AM_Manaus	AM	2021-02-20	P.1	2021-04-28	Naveca_abril	
21251364NS_BR_AM_Manaus	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21251365AP_BR_AM_Manaus	AM	2021-02-18	P.1	2021-04-28	Naveca_abril	
21251366AA_BR_AM_Manaus	AM	2021-02-21	P.1	2021-04-28	Naveca_abril	
21840028NM_BR_AM_Manaus	AM	2020-12-30	P.1	2021-04-28	Naveca_abril	
21840031TG_BR_AM_Manaus	AM	2020-12-30	P.1	2021-04-28	Naveca_abril	
21840032PF_BR_AM_Manaus	AM	2020-12-30	P.1	2021-04-28	Naveca_abril	
21840035MS_BR_AM_Manaus	AM	2020-12-28	P.1	2021-04-28	Naveca_abril	
21840036MM_BR_AM_Manaus	AM	2020-12-28	P.1	2021-04-28	Naveca_abril	
21840045IR_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
21840047MM_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
21840050SR_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
21840053ME_BR_AM_Manaus	AM	2020-12-29	P.1	2021-04-28	Naveca_abril	
21840117MA_BR_AM_Manaus	AM	2021-01-07	P.1	2021-04-28	Naveca_abril	
21840485CA_BR_AM_Manaus	AM	2021-01-13	P.1	2021-04-28	Naveca_abril	
21840490NM_BR_AM_Manaus	AM	2021-01-14	P.1	2021-04-28	Naveca_abril	
21840506IS_BR_AM_Manaus	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21840515SP_BR_AM_Manaus	AM	2021-01-14	P.1	2021-04-28	Naveca_abril	
21840596EM_BR_AM_Manaus	AM	2021-01-20	P.1	2021-04-28	Naveca_abril	
21840617LS_BR_AM_Manaus	AM	2021-01-22	P.1	2021-04-28	Naveca_abril	
21840626SS_BR_AM_Manaus	AM	2021-01-25	P.1	2021-04-28	Naveca_abril	
21840633RC_BR_AM_Manaus	AM	2021-01-25	P.1	2021-04-28	Naveca_abril	
21840634MA_BR_AM_Manaus	AM	2021-01-25	P.1	2021-04-28	Naveca_abril	
21840692EF_BR_AM_Manaus	AM	2021-01-26	P.1	2021-04-28	Naveca_abril	
21840716JS_BR_AM_Manaus	AM	2021-01-26	P.1	2021-04-28	Naveca_abril	
21840728RC_BR_AM_Manaus	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21840731AJ_BR_AM_Manaus	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21840899SP_BR_AM_Manaus	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21840910GM_BR_AM_Manaus	AM	2021-02-03	P.1	2021-04-28	Naveca_abril	
21840923RS_BR_AM_Manaus	AM	2021-02-05	P.1	2021-04-28	Naveca_abril	
21840928HC_BR_AM_Manaus	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21841237MI_BR_AM_Manaus	AM	2021-03-04	P.1	2021-04-28	Naveca_abril	
21841328PF_BR_AM_Tefe	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21841329AM_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21841330MS_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21841355MS_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21841357MF_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21841361AS_BR_AM_Tabatinga	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21841518RS_BR_AM_Manaus	AM	2021-03-29	P.1	2021-04-28	Naveca_abril	
21890005AC_BR_AM_Manaus	AM	2021-01-01	P.1	2021-04-28	Naveca_abril	
21890007EC_BR_AM_Urucurituba	AM	2021-01-28	P.1	2021-04-28	Naveca_abril	
21890014ES_BR_AM_Anama	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21890014RC_BR_AM_Jutai	AM	2021-01-27	P.1	2021-04-28	Naveca_abril	
21890038IP_BR_AM_Manaus	AM	2021-01-04	P.1	2021-04-28	Naveca_abril	
21890040ME_BR_AM_Manaus	AM	2021-01-02	P.1	2021-04-28	Naveca_abril	
21890062AF_BR_AM_Manaus	AM	2021-01-04	P.1	2021-04-28	Naveca_abril	
21890062RS_BR_AM_RPE	AM	2021-01-29	P.1	2021-04-28	Naveca_abril	
21890094MR_BR_AM_Parintins	AM	2021-01-26	P.1	2021-04-28	Naveca_abril	
21890097MR_BR_AM_Parintins	AM	2021-01-26	P.1	2021-04-28	Naveca_abril	
21890113AM_BR_AM_Parintins	AM	2021-02-03	P.1	2021-04-28	Naveca_abril	
21890209MC_BR_AM_Anori	AM	2021-01-26	P.1	2021-04-28	Naveca_abril	
21890426VF_BR_AM_Tabatinga	AM	2021-01-29	P.1	2021-04-28	Naveca_abril	
21890554IF_BR_AM_Manaus	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21891045IR_BR_AM_Careiro	AM	2021-01-17	P.1	2021-04-28	Naveca_abril	
21891054JG_BR_AM_Careiro	AM	2021-01-17	P.1	2021-04-28	Naveca_abril	
21892368LS_BR_AM_Careiro	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21892369FS_BR_AM_Careiro	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21141599GF_BR_AM_SGC	AM	2021-01-16	P.1	2021-04-28	Naveca_abril	
21141601DS_BR_AM_SGC	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21141602ER_BR_AM_SGC	AM	2021-01-28	P.1	2021-04-28	Naveca_abril	
21141603JF_BR_AM_SGC	AM	2021-01-17	P.1	2021-04-28	Naveca_abril	
21141605WA_BR_AM_SGC	AM	2021-01-15	P.1	2021-04-28	Naveca_abril	
21141606RE_BR_AM_SGC	AM	2021-01-19	P.1	2021-04-28	Naveca_abril	
21890008PF_BR_AM_Urucurituba	AM	2021-02-02	P.1	2021-04-28	Naveca_abril	
21890010RO_BR_AM_Barreirinha	AM	2021-04-06	P.1	2021-04-28	Naveca_abril	
21890015CV_BR_AM_Barreirinha	AM	2021-04-06	P.1	2021-04-28	Naveca_abril	
21890044JR_BR_AM_Anama	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21890050NG_BR_AM_Jutai	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21890054ES_BR_AM_Jutai	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21890056MR_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21890057CS_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21890064HK_BR_AM_Manaus	AM	2021-02-24	P.1	2021-04-28	Naveca_abril	
21890073EC_BR_AM_Manaus	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21890078NR_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21890079MO_BR_AM_Jutai	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21890079MP_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21890088ER_BR_AM_Jutai	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21890112EM_BR_AM_Manaus	AM	2021-01-28	P.1	2021-04-28	Naveca_abril	
21890128RS_BR_AM_Manaus	AM	2021-02-02	P.1	2021-04-28	Naveca_abril	
21890137AL_BR_AM_Manaus	AM	2021-01-31	P.1	2021-04-28	Naveca_abril	
21890190MO_BR_AM_Manaus	AM	2021-02-12	P.1	2021-04-28	Naveca_abril	
21890232JB_BR_AM_Manaquiri	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21890235RH_BR_AM_Manaquiri	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21890236AB_BR_AM_Manaquiri	AM	2021-02-27	P.1	2021-04-28	Naveca_abril	
21890277AR_BR_AM_Manaus	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21890335AA_BR_AM_Manaus	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21890336YD_BR_AM_Manaus	AM	2021-02-17	P.1	2021-04-28	Naveca_abril	
21890343FA_BR_AM_Manaus	AM	2021-02-23	P.1	2021-04-28	Naveca_abril	
21890347TM_BR_AM_Manaus	AM	2021-02-24	P.1	2021-04-28	Naveca_abril	
21890360OR_BR_AM_RIO	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21890391EM_BR_AM_Manaus	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21890402RA_BR_AM_Manaus	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21890433GM_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21890493SO_BR_AM_Manaus	AM	2021-03-15	P.1	2021-04-28	Naveca_abril	
21890494LB_BR_AM_Manaus	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21890495TM_BR_AM_Manaus	AM	2021-03-15	P.1	2021-04-28	Naveca_abril	
21890496AC_BR_AM_Manaus	AM	2021-03-15	P.1	2021-04-28	Naveca_abril	
21890502OS_BR_AM_Manaus	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21890506AS_BR_AM_Manaus	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21890518NC_BR_AM_Manaus	AM	2021-02-04	P.1	2021-04-28	Naveca_abril	
21890521AP_BR_AM_Manaus	AM	2021-03-16	P.1	2021-04-28	Naveca_abril	
21890532GL_BR_AM_Manaus	AM	2021-02-05	P.1	2021-04-28	Naveca_abril	
21890535JR_BR_AM_Manaus	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21890565MI_BR_AM_Manaus	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21890607LC_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21890613FM_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21890626AM_BR_AM_Manaus	AM	2021-02-25	P.1	2021-04-28	Naveca_abril	
21890667VA_BR_AM_Manaus	AM	2021-02-09	P.1	2021-04-28	Naveca_abril	
21890675ID_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21890688VB_BR_AM_Manaus	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21890741ML_BR_AM_Manaus	AM	2021-02-13	P.1	2021-04-28	Naveca_abril	
21890769LC_BR_AM_Manaus	AM	2021-03-16	P.1	2021-04-28	Naveca_abril	
21890783WS_BR_AM_Manaus	AM	2021-03-26	P.1	2021-04-28	Naveca_abril	
21890788TB_BR_AM_Manaus	AM	2021-03-27	P.1	2021-04-28	Naveca_abril	
21890984TS_BR_AM_Manaus	AM	2021-03-26	P.1	2021-04-28	Naveca_abril	
21890995CA_BR_AM_Manaus	AM	2021-02-06	P.1	2021-04-28	Naveca_abril	
21891088NO_BR_AM_Manaus	AM	2021-02-13	P.1	2021-04-28	Naveca_abril	
21891106AP_BR_AM_Manaus	AM	2021-03-12	P.1	2021-04-28	Naveca_abril	
21891110JV_BR_AM_Manaus	AM	2021-03-13	P.1	2021-04-28	Naveca_abril	
21891115MC_BR_AM_Manaus	AM	2021-03-13	P.1	2021-04-28	Naveca_abril	
21891346AV_BR_AM_Manaus	AM	2021-03-26	P.1	2021-04-28	Naveca_abril	
21891424MR_BR_AM_Manaus	AM	2021-03-20	P.1	2021-04-28	Naveca_abril	
21891428IS_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21891535RA_BR_AM_Manaus	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21891641RM_BR_AM_Manaus	AM	2021-04-06	P.1	2021-04-28	Naveca_abril	
21891657SO_BR_AM_Manaus	AM	2021-04-06	P.1	2021-04-28	Naveca_abril	
21891737ER_BR_AM_Manaus	AM	2021-04-12	P.1	2021-04-28	Naveca_abril	
21891957JM_BR_AM_Manaus	AM	2021-03-12	P.1	2021-04-28	Naveca_abril	
21891965RM_BR_AM_Manaus	AM	2021-02-08	P.1	2021-04-28	Naveca_abril	
21892167IS_BR_AM_Careiro	AM	2021-02-03	P.1	2021-04-28	Naveca_abril	
21892230AM_BR_AM_Careiro	AM	2021-02-04	P.1	2021-04-28	Naveca_abril	
21892378MS_BR_AM_Manacapuru	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21892473AA_BR_AM_Careiro	AM	2021-02-10	P.1	2021-04-28	Naveca_abril	
21892541JS_BR_AM_Careiro	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21892543FS_BR_AM_Careiro	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21892558ES_BR_AM_Manaus	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892561DL_BR_AM_Manaus	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21892574EM_BR_AM_Careiro	AM	2021-02-11	P.1	2021-04-28	Naveca_abril	
21892619JD_BR_AM_Manaus	AM	2021-02-01	P.1	2021-04-28	Naveca_abril	
21892671FM_BR_AM_Careiro	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21892716AH_BR_AM_Careiro	AM	2021-02-17	P.1	2021-04-28	Naveca_abril	
21892721AV_BR_AM_Careiro	AM	2021-02-17	P.1	2021-04-28	Naveca_abril	
21892776IF_BR_AM_Manaus	AM	2021-02-02	P.1	2021-04-28	Naveca_abril	
21892922AS_BR_AM_Careiro	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892923GS_BR_AM_Careiro	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892934MM_BR_AM_Careiro	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892946AP_BR_AM_Manaus	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892948AF_BR_AM_Careiro	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21892958AM_BR_AM_Manaus	AM	2021-02-12	P.1	2021-04-28	Naveca_abril	
21892963HF_BR_AM_Manacapuru	AM	2021-02-16	P.1	2021-04-28	Naveca_abril	
21892983JE_BR_AM_Manaus	AM	2021-02-12	P.1	2021-04-28	Naveca_abril	
21893022CS_BR_AM_Careiro	AM	2021-03-06	P.1	2021-04-28	Naveca_abril	
21893029AS_BR_AM_Careiro	AM	2021-03-03	P.1	2021-04-28	Naveca_abril	
21893035AJ_BR_AM_Careiro	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21893040RS_BR_AM_Manaus	AM	2021-03-11	P.1	2021-04-28	Naveca_abril	
21893042FF_BR_AM_Manaus	AM	2021-03-11	P.1	2021-04-28	Naveca_abril	
21893055AJ_BR_AM_Careiro	AM	2021-03-09	P.1	2021-04-28	Naveca_abril	
21893057AJ_BR_AM_Manaus	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21893061OL_BR_AM_Careiro	AM	2021-03-10	P.1	2021-04-28	Naveca_abril	
21893072SM_BR_AM_Careiro	AM	2021-03-10	P.1	2021-04-28	Naveca_abril	
21893100RM_BR_AM_Manaus	AM	2021-03-02	P.1	2021-04-28	Naveca_abril	
21893124MS_BR_AM_Manacapuru	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21893173DS_BR_AM_Careiro	AM	2021-03-21	P.1	2021-04-28	Naveca_abril	
21893197MA_BR_AM_Careiro	AM	2021-03-23	P.1	2021-04-28	Naveca_abril	
21893206RA_BR_AM_Careiro	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21893214AR_BR_AM_Careiro	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21893221NC_BR_AM_Careiro	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21893239RL_BR_AM_Manacapuru	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21893254MS_BR_AM_Manacapuru	AM	2021-02-28	P.1	2021-04-28	Naveca_abril	
21893324CG_BR_AM_Manacapuru	AM	2021-03-04	P.1	2021-04-28	Naveca_abril	
21893339VF_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21893340AM_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21893342JO_BR_AM_Manaus	AM	2021-03-18	P.1	2021-04-28	Naveca_abril	
21893353CR_BR_AM_Careiro	AM	2021-04-07	P.1	2021-04-28	Naveca_abril	
21893390JL_BR_AM_Careiro	AM	2021-04-12	P.1	2021-04-28	Naveca_abril	
21893394AR_BR_AM_Careiro	AM	2021-04-12	P.1	2021-04-28	Naveca_abril	
21893401BB_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21893405FM_BR_AM_Manaus	AM	2021-03-19	P.1	2021-04-28	Naveca_abril	
21893530AF_BR_AM_Manaus	AM	2021-02-10	P.1	2021-04-28	Naveca_abril	
21893548JC_BR_AM_Manaus	AM	2021-02-10	P.1	2021-04-28	Naveca_abril	
21893864AB_BR_AM_Manaus	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21893866EM_BR_AM_Manaus	AM	2021-02-15	P.1	2021-04-28	Naveca_abril	
21893908JM_BR_AM_Manaus	AM	2021-03-31	P.1	2021-04-28	Naveca_abril	
21893918AL_BR_AM_Manaus	AM	2021-03-17	P.1	2021-04-28	Naveca_abril	
21894011MC_BR_AM_Manaus	AM	2021-02-16	P.1	2021-04-28	Naveca_abril	
21894024WV_BR_AM_Manaus	AM		P.1	2021-04-28	Naveca_abril	
21894026OMA_BR_AM_Manaus	AM	2021-04-06	P.1	2021-04-28	Naveca_abril	
21894033RP_BR_AM_Manaus	AM	2021-04-07	P.1	2021-04-28	Naveca_abril	
21894035BM_BR_AM_Manaus	AM	2021-02-17	P.1	2021-04-28	Naveca_abril	
21894036JS_BR_AM_Manaus	AM	2021-04-07	P.1	2021-04-28	Naveca_abril	
21894076FL_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21894077FJ_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21894085AR_BR_AM_Manaus	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21894157JP_BR_AM_Manaus	AM	2021-04-08	P.1	2021-04-28	Naveca_abril	
21894189PS_BR_AM_Manaus	AM	2021-02-18	P.1	2021-04-28	Naveca_abril	
21894294VC_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21894363PF_BR_AM_Manaus	AM	2021-03-26	P.1	2021-04-28	Naveca_abril	
21894370RG_BR_AM_Manaus	AM	2021-03-26	P.1	2021-04-28	Naveca_abril	
21894415JA_BR_AM_Manaus	AM	2021-03-03	P.1	2021-04-28	Naveca_abril	
21894424RR_BR_AM_Manaus	AM	2021-02-22	P.1	2021-04-28	Naveca_abril	
21894432LR_BR_AM_Manaus	AM	2021-02-04	P.1	2021-04-28	Naveca_abril	
21894524ZN_BR_AM_Manaus	AM	2021-03-30	P.1	2021-04-28	Naveca_abril	
21894545CB_BR_AM_Manaus	AM	2021-02-23	P.1	2021-04-28	Naveca_abril	
21894582AB_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894586RM_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894592RM_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894593JS_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894599MM_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894610FM_BR_AM_Manaus	AM	2021-03-05	P.1	2021-04-28	Naveca_abril	
21894619AS_BR_AM_Manaus	AM	2021-02-24	P.1	2021-04-28	Naveca_abril	
21894630NG_BR_AM_Manaus	AM	2021-02-24	P.1	2021-04-28	Naveca_abril	
21894666AB_BR_AM_MACAPA	AM	2021-02-24	P.1	2021-04-28	Naveca_abril	
21894676FP_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21894693LJ_BR_AM_Manaus	AM	2021-02-25	P.1	2021-04-28	Naveca_abril	
21894703LR_BR_AM_Manaus	AM	2021-02-25	P.1	2021-04-28	Naveca_abril	
21894773FI_BR_AM_Manaus	AM	2021-02-25	P.1	2021-04-28	Naveca_abril	
21894781DL_BR_AM_Manaus	AM	2021-02-25	P.1	2021-04-28	Naveca_abril	
21894794TR_BR_AM_Manaus	AM	2021-02-26	P.1	2021-04-28	Naveca_abril	
21894932IP_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894935JR_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894940JP_BR_AM_Manaus	AM	2021-03-11	P.1	2021-04-28	Naveca_abril	
21894944AM_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894955AM_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894959GC_BR_AM_Manacapuru	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894961CM_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21894971AM_BR_AM_Manaus	AM	2021-03-01	P.1	2021-04-28	Naveca_abril	
21895264JD_BR_AM_Manaus	AM	2021-03-16	P.1	2021-04-28	Naveca_abril	
21895281LS_BR_AM_Manaus	AM	2021-03-17	P.1	2021-04-28	Naveca_abril	
21895412VR_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895459AB_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895463JI_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21895464OF_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21895466DA_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895470IP_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21895475AS_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895499EG_BR_AM_Manaus	AM	2021-03-22	P.1	2021-04-28	Naveca_abril	
21895532JT_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895533WF_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895534WC_BR_AM_Manaus	AM	2021-03-08	P.1	2021-04-28	Naveca_abril	
21895587GA_BR_AM_Manaus	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21895588AJ_BR_AM_Manaus	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21895589JA_BR_AM_Manaus	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21895592DA_BR_AM_Manaus	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21895596EO_BR_AM_Manaus	AM	2021-03-24	P.1	2021-04-28	Naveca_abril	
21895598JV_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21895603AC_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21895613AP_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
21895614MA_BR_AM_Manaus	AM	2021-03-25	P.1	2021-04-28	Naveca_abril	
